Movie_ID,Title,Genre,Director,Year,Rating,Budget_USD,Revenue_USD,Runtime_Min
357,Movie 357,Sci-Fi,Rian Johnson,2016,9.3,290000000,472570211,147
358,Movie 358,Animation,Christopher Nolan,2003,5.8,45000000,171634808,137
359,Movie 359,Romance,Rian Johnson,2002,4.3,198000000,528439011,166
360,Movie 360,Sci-Fi,Ayan Mukerji,1994,5.0,291000000,668339113,107
361,Movie 361,Comedy,Christopher Nolan,1990,5.2,102000000,96981758,174
362,Movie 362,Horror,Farhan Akhtar,2005,7.8,109000000,476600379,130
363,Movie 363,Fantasy,Sanjay Leela Bhansali,2008,6.1,278000000,557441794,163
364,Movie 364,Action,Sanjay Leela Bhansali,2022,8.9,243000000,998900868,92
365,Movie 365,Horror,S.S. Rajamouli,2010,9.0,194000000,513699321,120
366,Movie 366,Crime,Ayan Mukerji,2004,8.1,13000000,39553591,113
367,Movie 367,Crime,Anurag Kashyap,2016,5.6,105000000,151102431,122
368,Movie 368,Crime,Ayan Mukerji,2005,6.7,177000000,642646356,112
369,Movie 369,Horror,Bong Joon Ho,2021,6.5,185000000,227890845,101
370,Movie 370,Fantasy,Denis Villeneuve,2001,9.0,282000000,1328925055,162
371,Movie 371,Fantasy,Rajamouli,1994,9.2,29000000,32748497,177
372,Movie 372,Drama,Ayan Mukerji,2004,4.4,82000000,99723049,81
373,Movie 373,Horror,Sanjay Leela Bhansali,1993,7.4,252000000,677589358,164
374,Movie 374,Sci-Fi,Rian Johnson,2025,6.3,13000000,44386320,147
375,Movie 375,Fantasy,Christopher Nolan,1991,6.8,225000000,971078685,183
376,Movie 376,Drama,Villenueve,1996,6.9,128000000,398741401,104
377,Movie 377,Action,Ayan Mukerji,2012,5.5,208000000,409259971,90
378,Movie 378,Thriller,Denis Villeneuve,2005,9.4,120000000,448122981,118
379,Movie 379,Romance,Steven Spielberg,1992,4.5,199000000,497552828,128
380,Movie 380,Sci-Fi,Steven Spielberg,1990,7.9,47000000,193745901,143
381,Movie 381,Comedy,Anurag Kashyap,1996,8.9,26000000,48448005,109
382,Movie 382,Crime,Denis Villeneuve,2007,4.3,43000000,167150557,167
383,Movie 383,Fantasy,Anurag Kashyap,1992,5.0,166000000,685344764,82
384,Movie 384,Crime,James Cameron,2015,9.1,158000000,510820503,100
385,Movie 385,Crime,Ayan Mukerji,2014,7.7,281000000,657150987,122
386,Movie 386,Drama,S.S. Rajamouli,1995,6.8,182000000,203149490,86
387,Movie 387,Animation,Ayan Mukerji,1994,5.9,208000000,384848101,179
388,Movie 388,Action,S.S. Rajamouli,2018,6.7,187000000,805286105,150
389,Movie 389,Thriller,James Cameron,2014,4.5,156000000,208495430,182
390,Movie 390,Romance,Villenueve,2007,4.8,83000000,159821771,174
391,Movie 391,Comedy,Villenueve,1995,4.0,162000000,274215211,136
392,Movie 392,Action,Villenueve,1998,4.5,225000000,566222202,137
393,Movie 393,Fantasy,Greta Gerwig,1996,4.1,186000000,129017819,150
394,Movie 394,Crime,S.S. Rajamouli,2010,8.8,11000000,28792260,117
395,Movie 395,Romance,Bong Joon Ho,2025,9.0,129000000,394120440,153
396,Movie 396,Thriller,James Cameron,1998,5.5,142000000,156846429,143
397,Movie 397,Drama,Greta Gerwig,2007,6.3,252000000,242499895,180
398,Movie 398,Action,Zoya Akhtar,2021,7.3,105000000,128781974,138
399,Movie 399,Action,Rajamouli,2015,5.8,199000000,770399362,182
400,Movie 400,Horror,Sanjay Leela Bhansali,2017,8.5,74000000,164171041,118
401,Movie 401,Animation,Denis Villeneuve,2010,5.0,208000000,329160619,120
402,Movie 402,Horror,Anurag Kashyap,2005,5.8,148000000,530031337,184
403,Movie 403,Comedy,Villenueve,2002,7.3,284000000,968584273,103
404,Movie 404,Fantasy,Rajamouli,2019,9.2,112000000,463254957,136
405,Movie 405,Romance,Ayan Mukerji,2016,7.7,76000000,154338067,161
406,Movie 406,Action,Steven Spielberg,1999,7.9,198000000,518057800,89
407,Movie 407,Crime,Denis Villeneuve,2015,6.9,219000000,197035969,149
408,Movie 408,Comedy,Bong Joon Ho,2024,7.3,48000000,179617218,93
409,Movie 409,Comedy,James Cameron,1992,7.1,209000000,428464100,176
410,Movie 410,Thriller,Villenueve,1990,4.5,118000000,382088897,145
411,Movie 411,Fantasy,Anurag Kashyap,2004,6.5,205000000,745154599,139
412,Movie 412,Crime,Bong Joon Ho,2022,4.8,17000000,14318888,141
413,Movie 413,Thriller,Farhan Akhtar,1995,4.6,77000000,123214114,124
414,Movie 414,Horror,S.S. Rajamouli,2003,6.9,183000000,206967055,140
415,Movie 415,Horror,Sanjay Leela Bhansali,1994,5.7,63000000,239833693,82
416,Movie 416,Romance,Steven Spielberg,2000,9.1,129000000,226126974,146
417,Movie 417,Drama,Sanjay Leela Bhansali,2025,6.3,241000000,892054750,109
418,Movie 418,Drama,James Cameron,2017,6.2,106000000,307969432,137
419,Movie 419,Thriller,Rajamouli,2003,5.1,37000000,32436338,153
420,Movie 420,Fantasy,James Cameron,2013,5.8,239000000,380474353,94
421,Movie 421,Horror,Rian Johnson,2010,7.3,205000000,257086785,155
422,Movie 422,Comedy,Ayan Mukerji,2019,7.4,157000000,483189446,158
423,Movie 423,Drama,Sanjay Leela Bhansali,1997,5.3,64000000,124068036,103
424,Movie 424,Drama,Rian Johnson,2014,6.3,75000000,159607339,153
425,Movie 425,Drama,Denis Villeneuve,2024,7.8,93000000,142205276,151
426,Movie 426,Action,James Cameron,2001,5.7,235000000,184174857,159
427,Movie 427,Comedy,Rajamouli,2021,4.8,201000000,475498559,151
428,Movie 428,Horror,Greta Gerwig,2021,6.3,232000000,302890674,142
429,Movie 429,Crime,Rajamouli,2004,5.6,145000000,378147348,108
430,Movie 430,Drama,S.S. Rajamouli,2019,7.1,258000000,704614183,150
431,Movie 431,Crime,Villenueve,2007,8.3,192000000,786416932,149
432,Movie 432,Sci-Fi,S.S. Rajamouli,2018,7.0,222000000,792930065,93
433,Movie 433,Animation,Christopher Nolan,1992,6.5,183000000,696053058,190
434,Movie 434,Horror,Ayan Mukerji,1997,8.3,126000000,510384460,106
435,Movie 435,Crime,Bong Joon Ho,2012,8.7,224000000,755187901,101
436,Movie 436,Animation,Ayan Mukerji,2003,8.4,296000000,890269440,124
437,Movie 437,Crime,Rian Johnson,2000,5.8,154000000,426794861,117
438,Movie 438,Fantasy,Farhan Akhtar,1996,4.7,215000000,903311246,87
439,Movie 439,Drama,Bong Joon Ho,1998,5.4,169000000,249394654,186
440,Movie 440,Thriller,Denis Villeneuve,1999,7.2,142000000,337825858,160
441,Movie 441,Horror,Villenueve,1995,6.2,147000000,619322353,168
442,Movie 442,Comedy,Denis Villeneuve,2021,5.8,6000000,22885415,179
443,Movie 443,Romance,Bong Joon Ho,2019,7.5,188000000,205043442,188
444,Movie 444,Fantasy,Greta Gerwig,2003,9.3,113000000,241869718,143
445,Movie 445,Action,Sanjay Leela Bhansali,2025,7.2,294000000,778889506,189
446,Movie 446,Comedy,Farhan Akhtar,1993,4.3,240000000,202104307,82
447,Movie 447,Drama,Denis Villeneuve,2019,4.0,224000000,920334791,105
448,Movie 448,Drama,Farhan Akhtar,2009,4.9,145000000,427377968,91
449,Movie 449,Action,Villenueve,2013,7.7,89000000,212362717,86
450,Movie 450,Action,Bong Joon Ho,2004,6.4,51000000,53381596,170
451,Movie 451,Animation,Denis Villeneuve,1994,4.7,120000000,361672122,146
452,Movie 452,Sci-Fi,Rajamouli,2011,8.5,221000000,332000691,168
453,Movie 453,Romance,Zoya Akhtar,2014,4.5,57000000,90671930,93
454,Movie 454,Action,James Cameron,2014,8.3,73000000,346251599,162
455,Movie 455,Drama,Villenueve,2023,7.1,89000000,189081686,136
456,Movie 456,Animation,Steven Spielberg,1999,9.1,231000000,442487378,190
457,Movie 457,Romance,James Cameron,1997,7.2,201000000,897534365,124
458,Movie 458,Comedy,S.S. Rajamouli,1998,5.4,48000000,126619545,111
459,Movie 459,Crime,Bong Joon Ho,2008,8.3,18000000,75399589,188
460,Movie 460,Action,Zoya Akhtar,2023,7.3,101000000,233174039,175
461,Movie 461,Sci-Fi,S.S. Rajamouli,2005,6.7,62000000,162961646,110
462,Movie 462,Crime,Villenueve,2023,8.9,11000000,50698039,126
463,Movie 463,Drama,Greta Gerwig,2016,6.0,93000000,224581568,177
464,Movie 464,Romance,Rajamouli,1994,4.1,115000000,442267149,85
465,Movie 465,Thriller,Rian Johnson,2008,7.5,261000000,633875452,178
466,Movie 466,Thriller,Villenueve,2024,7.0,83000000,90691517,115
467,Movie 467,Romance,Rian Johnson,2003,9.4,84000000,199638694,148
468,Movie 468,Crime,Steven Spielberg,1994,5.7,228000000,958289999,173
469,Movie 469,Animation,Rajamouli,2005,4.5,227000000,481878551,94
470,Movie 470,Crime,Rajamouli,2009,7.7,94000000,87243927,95
471,Movie 471,Drama,Bong Joon Ho,1990,4.9,182000000,441431317,146
472,Movie 472,Action,James Cameron,2013,4.7,142000000,539369404,173
473,Movie 473,Sci-Fi,Sanjay Leela Bhansali,2017,5.5,37000000,120502648,113
474,Movie 474,Crime,Steven Spielberg,1994,6.7,266000000,250217853,126
475,Movie 475,Crime,James Cameron,2013,4.9,57000000,172234485,153
476,Movie 476,Romance,Zoya Akhtar,2022,4.0,11000000,5497027,111
477,Movie 477,Comedy,Greta Gerwig,1999,5.0,23000000,81117293,150
478,Movie 478,Thriller,Zoya Akhtar,2010,5.4,168000000,617196481,114
479,Movie 479,Crime,Sanjay Leela Bhansali,1997,6.8,31000000,49386200,102
480,Movie 480,Fantasy,Rajamouli,2015,4.4,243000000,354237164,190
481,Movie 481,Action,Sanjay Leela Bhansali,1995,7.0,9000000,13837953,127
482,Movie 482,Crime,S.S. Rajamouli,2009,8.1,129000000,301787732,139
483,Movie 483,Horror,S.S. Rajamouli,2002,8.0,284000000,1121714645,177
484,Movie 484,Drama,Rajamouli,2016,4.1,282000000,777355275,124
485,Movie 485,Sci-Fi,Sanjay Leela Bhansali,1990,8.2,197000000,740663679,188
486,Movie 486,Action,Villenueve,2003,6.9,126000000,331343426,133
487,Movie 487,Sci-Fi,James Cameron,2007,4.5,123000000,292135458,188
488,Movie 488,Comedy,Denis Villeneuve,1995,7.2,263000000,848548350,97
489,Movie 489,Thriller,Villenueve,1993,6.4,71000000,127329191,110
490,Movie 490,Comedy,Farhan Akhtar,2015,7.9,172000000,452442532,120
491,Movie 491,Animation,Villenueve,2002,4.7,60000000,49889967,99
492,Movie 492,Horror,Denis Villeneuve,2010,6.2,279000000,1205450732,125
493,Movie 493,Animation,Denis Villeneuve,2009,6.5,66000000,85729936,91
494,Movie 494,Action,Ayan Mukerji,1992,5.2,172000000,146476753,98
495,Movie 495,Animation,Sanjay Leela Bhansali,2015,6.8,158000000,610091805,113
496,Movie 496,Drama,Rajamouli,2015,8.7,289000000,901812763,175
497,Movie 497,Romance,Denis Villeneuve,1996,8.4,76000000,78313159,95
498,Movie 498,Animation,James Cameron,2002,8.5,195000000,662050483,167
499,Movie 499,Romance,Anurag Kashyap,2006,9.0,43000000,209161177,82
500,Movie 500,Animation,Farhan Akhtar,2018,8.5,52000000,215880780,188
501,Movie 501,Comedy,Villenueve,1992,9.2,30000000,138501016,101
502,Movie 502,Thriller,Ayan Mukerji,2015,6.7,200000000,470264654,167
503,Movie 503,Comedy,Zoya Akhtar,2001,5.5,233000000,158828617,99
504,Movie 504,Crime,Anurag Kashyap,2005,7.6,260000000,1097085231,132
505,Movie 505,Horror,Rajamouli,1995,5.5,75000000,98095474,133
506,Movie 506,Fantasy,Zoya Akhtar,2024,8.4,200000000,739161708,180
507,Movie 507,Horror,Rian Johnson,2021,5.9,294000000,538636456,144
508,Movie 508,Action,James Cameron,1991,5.8,117000000,467872021,83
509,Movie 509,Action,Rajamouli,2020,6.9,124000000,141423299,100
510,Movie 510,Animation,Christopher Nolan,2024,8.5,33000000,157947562,177
511,Movie 511,Animation,Anurag Kashyap,2014,6.0,93000000,141722170,102
512,Movie 512,Comedy,S.S. Rajamouli,2012,9.0,19000000,71005490,170
513,Movie 513,Crime,Anurag Kashyap,1999,7.1,101000000,458986783,187
514,Movie 514,Horror,Rian Johnson,2009,5.0,24000000,16522519,91
515,Movie 515,Crime,Zoya Akhtar,1991,6.9,5000000,21240027,122
516,Movie 516,Animation,S.S. Rajamouli,1998,5.9,95000000,362736555,182
517,Movie 517,Comedy,Rajamouli,1991,4.8,77000000,66720365,179
518,Movie 518,Fantasy,Ayan Mukerji,2013,9.3,196000000,921064409,170
519,Movie 519,Thriller,Anurag Kashyap,1996,5.9,170000000,734105993,97
520,Movie 520,Thriller,S.S. Rajamouli,2021,7.6,94000000,427344962,170
521,Movie 521,Crime,S.S. Rajamouli,2012,5.2,94000000,157067257,128
522,Movie 522,Action,James Cameron,2001,8.0,298000000,1239047187,130
523,Movie 523,Crime,Rajamouli,2001,7.3,118000000,350352730,161
524,Movie 524,Horror,James Cameron,2011,8.1,126000000,588803378,124
525,Movie 525,Drama,Steven Spielberg,1995,8.5,176000000,183621390,137
526,Movie 526,Animation,Zoya Akhtar,1994,5.9,60000000,36892103,172
527,Movie 527,Thriller,Denis Villeneuve,2016,9.3,216000000,965677356,143
528,Movie 528,Comedy,Rian Johnson,2014,4.6,250000000,924598184,180
529,Movie 529,Animation,James Cameron,2018,4.4,22000000,10148520,117
530,Movie 530,Action,Villenueve,1994,5.9,197000000,668134034,100
531,Movie 531,Fantasy,Farhan Akhtar,1995,5.9,252000000,183399092,170
532,Movie 532,Drama,Anurag Kashyap,2017,4.9,56000000,69501141,122
533,Movie 533,Animation,Greta Gerwig,2025,8.0,281000000,965311429,113
534,Movie 534,Action,Zoya Akhtar,1996,4.3,297000000,1057749794,150
535,Movie 535,Drama,Rajamouli,2013,4.0,49000000,169334678,117
536,Movie 536,Crime,Denis Villeneuve,2002,4.5,110000000,310763695,101
537,Movie 537,Romance,Denis Villeneuve,1997,5.7,208000000,507222120,140
538,Movie 538,Action,Villenueve,2024,6.1,194000000,396482907,128
539,Movie 539,Horror,Rajamouli,2006,6.4,139000000,537359996,108
540,Movie 540,Crime,Rajamouli,1999,8.1,54000000,187862568,90
541,Movie 541,Fantasy,Greta Gerwig,2004,7.0,203000000,560444965,184
542,Movie 542,Fantasy,Steven Spielberg,2020,7.1,125000000,240704751,140
543,Movie 543,Thriller,Farhan Akhtar,1992,6.8,269000000,784577381,182
544,Movie 544,Crime,James Cameron,1997,9.2,234000000,1102475470,102
545,Movie 545,Drama,Zoya Akhtar,2002,4.7,221000000,924987490,90
546,Movie 546,Thriller,Zoya Akhtar,1999,8.6,137000000,613219815,120
547,Movie 547,Romance,Villenueve,2014,7.1,287000000,1160964331,121
548,Movie 548,Fantasy,Denis Villeneuve,1990,8.3,272000000,697532187,180
549,Movie 549,Thriller,James Cameron,1999,7.1,56000000,163979104,93
550,Movie 550,Romance,S.S. Rajamouli,2008,8.8,181000000,370818174,132
551,Movie 551,Horror,Anurag Kashyap,2020,4.2,146000000,131639461,131
552,Movie 552,Crime,Steven Spielberg,2015,4.2,174000000,218857429,168
553,Movie 553,Horror,Farhan Akhtar,2007,8.9,15000000,62490997,123
554,Movie 554,Action,Christopher Nolan,2007,8.6,55000000,83911573,109
555,Movie 555,Horror,S.S. Rajamouli,2010,5.5,218000000,654677605,157
556,Movie 556,Animation,Denis Villeneuve,2003,9.0,213000000,621097190,174
557,Movie 557,Fantasy,Ayan Mukerji,2013,8.5,268000000,429897535,181
558,Movie 558,Action,Bong Joon Ho,2022,6.2,273000000,208845820,152
559,Movie 559,Animation,Farhan Akhtar,2002,8.6,132000000,362934651,84
560,Movie 560,Comedy,Bong Joon Ho,2002,5.5,242000000,498128118,144
561,Movie 561,Romance,Steven Spielberg,1991,5.3,255000000,564874226,156
562,Movie 562,Horror,Anurag Kashyap,2025,5.9,88000000,352798098,187
563,Movie 563,Romance,Christopher Nolan,1991,6.1,88000000,247683095,189
564,Movie 564,Animation,Ayan Mukerji,2004,7.6,110000000,367513505,114
565,Movie 565,Fantasy,Rajamouli,1990,6.6,72000000,98867699,162
566,Movie 566,Sci-Fi,Zoya Akhtar,2006,7.3,161000000,723645554,171
567,Movie 567,Action,Greta Gerwig,2014,8.7,240000000,446206657,112
568,Movie 568,Action,Steven Spielberg,2023,8.5,208000000,288867486,154
569,Movie 569,Fantasy,Steven Spielberg,2013,7.1,149000000,505224717,118
570,Movie 570,Horror,Villenueve,2011,9.4,171000000,374004827,190
571,Movie 571,Action,Zoya Akhtar,1999,6.8,128000000,487121065,87
572,Movie 572,Crime,Greta Gerwig,2010,7.7,18000000,49860301,163
573,Movie 573,Action,Christopher Nolan,2016,6.2,23000000,76950227,154
574,Movie 574,Crime,Ayan Mukerji,2002,5.9,118000000,311710379,167
575,Movie 575,Horror,Farhan Akhtar,2012,6.8,92000000,298442093,187
576,Movie 576,Fantasy,James Cameron,2008,4.5,70000000,96801392,174
577,Movie 577,Fantasy,S.S. Rajamouli,2001,9.2,176000000,254203720,163
578,Movie 578,Comedy,Zoya Akhtar,2009,6.3,174000000,288861766,127
579,Movie 579,Action,Denis Villeneuve,1997,6.6,41000000,167887580,140
580,Movie 580,Fantasy,Villenueve,2014,6.9,216000000,878952979,86
581,Movie 581,Drama,James Cameron,2002,5.9,296000000,341658526,138
582,Movie 582,Drama,S.S. Rajamouli,1995,6.7,95000000,298404127,120
583,Movie 583,Sci-Fi,Denis Villeneuve,2007,5.2,91000000,310313475,153
584,Movie 584,Horror,S.S. Rajamouli,1995,4.7,227000000,468018827,161
585,Movie 585,Thriller,Denis Villeneuve,2014,4.0,278000000,862218241,105
586,Movie 586,Sci-Fi,Farhan Akhtar,2010,8.2,276000000,282370432,104
587,Movie 587,Sci-Fi,Steven Spielberg,2005,5.2,181000000,180083604,119
588,Movie 588,Thriller,Rian Johnson,2009,4.9,28000000,113796503,118
589,Movie 589,Horror,Bong Joon Ho,2023,7.3,177000000,742391341,135
590,Movie 590,Drama,Sanjay Leela Bhansali,2021,6.0,101000000,426999774,101
591,Movie 591,Thriller,Rajamouli,2004,5.2,72000000,237203363,107
592,Movie 592,Crime,Rian Johnson,2000,4.7,24000000,90260825,128
593,Movie 593,Action,S.S. Rajamouli,2024,7.4,29000000,36129102,164
594,Movie 594,Sci-Fi,Rajamouli,1997,6.3,199000000,547184939,95
595,Movie 595,Horror,Bong Joon Ho,1999,5.1,9000000,18803803,118
596,Movie 596,Romance,Steven Spielberg,2023,5.5,75000000,277986025,133
597,Movie 597,Romance,Rian Johnson,1997,5.6,59000000,77871581,143
598,Movie 598,Animation,S.S. Rajamouli,2006,8.6,108000000,398310442,125
599,Movie 599,Action,James Cameron,1992,7.0,111000000,479616848,168
600,Movie 600,Comedy,Zoya Akhtar,1990,4.1,50000000,175694111,94
601,Movie 601,Horror,James Cameron,1995,8.3,43000000,159942358,172
602,Movie 602,Action,Steven Spielberg,2004,6.5,156000000,384423617,113
603,Movie 603,Romance,Ayan Mukerji,2001,8.8,153000000,625932974,126
604,Movie 604,Comedy,Greta Gerwig,1997,4.5,28000000,101852664,81
605,Movie 605,Drama,Sanjay Leela Bhansali,2012,8.9,142000000,200676529,173
606,Movie 606,Comedy,James Cameron,1997,6.2,238000000,911704627,114
607,Movie 607,Horror,S.S. Rajamouli,2016,7.6,90000000,123168959,94
608,Movie 608,Sci-Fi,Ayan Mukerji,2000,4.6,252000000,649400229,182
609,Movie 609,Horror,James Cameron,2014,8.3,19000000,67848310,190
610,Movie 610,Drama,Denis Villeneuve,2021,4.6,215000000,126784389,136
611,Movie 611,Action,Steven Spielberg,2010,4.1,273000000,864255342,178
612,Movie 612,Crime,Zoya Akhtar,2011,6.9,53000000,173549051,135
613,Movie 613,Animation,Denis Villeneuve,2012,7.7,202000000,821801747,99
614,Movie 614,Fantasy,Farhan Akhtar,1993,4.1,85000000,303077120,144
615,Movie 615,Horror,Ayan Mukerji,2000,4.4,256000000,332899559,121
616,Movie 616,Action,Rajamouli,2022,5.2,198000000,714778527,131
617,Movie 617,Romance,Denis Villeneuve,2018,8.4,234000000,992169138,91
618,Movie 618,Horror,Sanjay Leela Bhansali,1997,9.4,14000000,37352989,93
619,Movie 619,Sci-Fi,Rian Johnson,2025,4.0,51000000,133669594,181
620,Movie 620,Crime,Steven Spielberg,2009,8.9,292000000,1035859703,106
621,Movie 621,Horror,Sanjay Leela Bhansali,2013,8.5,119000000,324506804,188
622,Movie 622,Fantasy,S.S. Rajamouli,2020,7.9,191000000,502258056,171
623,Movie 623,Romance,S.S. Rajamouli,2004,4.0,186000000,508321722,186
624,Movie 624,Action,Rian Johnson,2023,6.1,59000000,238839850,85
625,Movie 625,Horror,James Cameron,2016,4.6,105000000,91752577,104
626,Movie 626,Thriller,Zoya Akhtar,2019,8.5,102000000,232983043,171
627,Movie 627,Thriller,Rajamouli,1997,8.2,235000000,812426828,138
628,Movie 628,Fantasy,James Cameron,2021,4.0,29000000,112495972,150
629,Movie 629,Crime,Denis Villeneuve,2022,8.3,95000000,301008133,168
630,Movie 630,Drama,Villenueve,2014,7.6,169000000,712214022,144
631,Movie 631,Thriller,Anurag Kashyap,2005,5.5,180000000,408746462,117
632,Movie 632,Drama,James Cameron,2016,7.3,267000000,1074323317,118
633,Movie 633,Fantasy,Ayan Mukerji,2010,7.9,288000000,499939694,160
634,Movie 634,Animation,Anurag Kashyap,2008,7.8,72000000,242303635,170
635,Movie 635,Drama,Rian Johnson,2024,7.8,170000000,226701792,170
636,Movie 636,Comedy,Rian Johnson,2020,7.2,218000000,795024450,166
637,Movie 637,Fantasy,Christopher Nolan,2017,8.4,272000000,294041285,93
638,Movie 638,Drama,Rajamouli,1993,5.1,87000000,268558842,116
639,Movie 639,Drama,Ayan Mukerji,1993,7.8,156000000,586350492,106
640,Movie 640,Sci-Fi,Sanjay Leela Bhansali,2018,4.6,292000000,370071475,190
641,Movie 641,Fantasy,Greta Gerwig,2005,6.8,152000000,497051485,168
642,Movie 642,Thriller,Greta Gerwig,2016,9.3,165000000,218533974,150
643,Movie 643,Action,Zoya Akhtar,2018,8.6,193000000,627416808,176
644,Movie 644,Crime,Zoya Akhtar,2002,5.6,95000000,80558306,167
645,Movie 645,Drama,Bong Joon Ho,2022,4.7,25000000,37265663,134
646,Movie 646,Action,James Cameron,2000,7.2,135000000,278253710,80
647,Movie 647,Drama,Rajamouli,1999,9.1,31000000,143624583,179
648,Movie 648,Crime,Ayan Mukerji,2009,6.7,298000000,623036120,150
649,Movie 649,Comedy,Rian Johnson,2004,9.3,271000000,1113208734,88
650,Movie 650,Drama,Greta Gerwig,2024,7.0,52000000,84008740,124
651,Movie 651,Animation,Steven Spielberg,2011,5.8,155000000,651956574,107
652,Movie 652,Crime,Rian Johnson,2020,9.5,9000000,33227695,94
653,Movie 653,Horror,Zoya Akhtar,2005,9.3,169000000,777491806,128
654,Movie 654,Romance,Greta Gerwig,2006,7.0,149000000,631473401,83
655,Movie 655,Comedy,Rian Johnson,2022,6.5,27000000,111063693,117
656,Movie 656,Animation,Sanjay Leela Bhansali,2022,4.5,54000000,220978223,101
657,Movie 657,Fantasy,Rian Johnson,1990,7.4,112000000,361441364,165
658,Movie 658,Animation,Ayan Mukerji,2017,8.6,110000000,458066944,148
659,Movie 659,Thriller,Steven Spielberg,1994,8.1,83000000,222859639,83
660,Movie 660,Comedy,Rajamouli,1995,4.4,96000000,128856038,181
661,Movie 661,Romance,Anurag Kashyap,2004,9.0,213000000,594116112,129
662,Movie 662,Thriller,Greta Gerwig,2010,4.1,65000000,23557035,148
663,Movie 663,Crime,Villenueve,1992,7.9,42000000,186336420,125
664,Movie 664,Romance,Christopher Nolan,2009,7.3,149000000,646872376,177
665,Movie 665,Thriller,Greta Gerwig,1991,6.6,278000000,342843374,108
666,Movie 666,Thriller,S.S. Rajamouli,2024,5.6,78000000,244818473,118
667,Movie 667,Comedy,Rajamouli,2025,8.8,77000000,92687820,95
668,Movie 668,Crime,Anurag Kashyap,2015,7.0,48000000,75513647,119
669,Movie 669,Comedy,Zoya Akhtar,2016,9.0,267000000,450329291,98
670,Movie 670,Animation,Anurag Kashyap,2006,5.1,97000000,342284695,165
671,Movie 671,Sci-Fi,Ayan Mukerji,2025,6.5,286000000,516081319,89
672,Movie 672,Romance,Christopher Nolan,1996,5.1,254000000,469169944,122
673,Movie 673,Animation,Villenueve,2008,7.4,104000000,278852358,120
674,Movie 674,Comedy,Anurag Kashyap,2009,7.8,83000000,253073241,152
675,Movie 675,Comedy,Greta Gerwig,2000,4.0,131000000,152850495,180
676,Movie 676,Thriller,Christopher Nolan,2013,4.7,174000000,380855346,141
677,Movie 677,Comedy,S.S. Rajamouli,2009,6.7,60000000,190985765,102
678,Movie 678,Romance,Ayan Mukerji,2007,8.7,76000000,135009541,148
679,Movie 679,Romance,Bong Joon Ho,1994,8.9,264000000,311134052,160
680,Movie 680,Crime,Anurag Kashyap,2015,8.2,113000000,344769462,84
681,Movie 681,Fantasy,Farhan Akhtar,2024,6.6,81000000,178725990,126
682,Movie 682,Crime,Bong Joon Ho,2008,4.7,261000000,202041481,145
683,Movie 683,Comedy,Rian Johnson,1990,7.6,89000000,250866025,176
684,Movie 684,Horror,James Cameron,2001,7.1,294000000,1206676426,164
685,Movie 685,Drama,Bong Joon Ho,2020,9.2,25000000,99964875,108
686,Movie 686,Animation,Villenueve,2006,6.0,26000000,36679278,165
687,Movie 687,Comedy,Greta Gerwig,2020,9.0,28000000,134434752,85
688,Movie 688,Comedy,Villenueve,2023,7.5,145000000,532042248,186
689,Movie 689,Crime,Rian Johnson,2001,6.1,198000000,568889547,126
690,Movie 690,Romance,Rian Johnson,2006,6.1,119000000,259681843,146
691,Movie 691,Comedy,Denis Villeneuve,2020,8.9,8000000,35293840,144
692,Movie 692,Horror,James Cameron,2004,4.4,148000000,141475205,107
693,Movie 693,Drama,Sanjay Leela Bhansali,1997,7.6,217000000,460008341,183
694,Movie 694,Romance,Denis Villeneuve,2020,6.6,87000000,337715467,162
695,Movie 695,Sci-Fi,Zoya Akhtar,1992,4.7,87000000,245536064,97
696,Movie 696,Sci-Fi,Farhan Akhtar,1999,4.3,137000000,319653144,103
697,Movie 697,Thriller,Anurag Kashyap,1991,8.8,150000000,280208248,90
698,Movie 698,Crime,Denis Villeneuve,2020,4.9,215000000,215495815,156
699,Movie 699,Crime,Ayan Mukerji,2001,7.4,266000000,391643095,113
700,Movie 700,Comedy,Farhan Akhtar,2019,7.3,40000000,90288125,109
701,Movie 701,Drama,Villenueve,1991,5.1,263000000,548413135,167
702,Movie 702,Drama,Anurag Kashyap,1996,5.0,24000000,59866411,180
703,Movie 703,Romance,Villenueve,2020,7.6,281000000,244346579,185
704,Movie 704,Thriller,Rian Johnson,2016,6.0,27000000,71234174,169
705,Movie 705,Animation,S.S. Rajamouli,2020,8.3,200000000,641676545,124
706,Movie 706,Crime,Villenueve,2017,4.7,249000000,327073697,178
707,Movie 707,Romance,Christopher Nolan,2024,6.2,101000000,338326323,80
708,Movie 708,Sci-Fi,Anurag Kashyap,2023,4.6,8000000,23218202,128
709,Movie 709,Comedy,Greta Gerwig,2013,4.6,223000000,588587694,163
710,Movie 710,Action,Ayan Mukerji,2024,6.3,192000000,329688972,158
711,Movie 711,Thriller,S.S. Rajamouli,2003,6.3,290000000,391248996,141
712,Movie 712,Fantasy,Rian Johnson,2020,5.4,162000000,298655740,153
713,Movie 713,Thriller,Bong Joon Ho,1998,8.7,65000000,123703512,175
714,Movie 714,Drama,Villenueve,2003,6.8,178000000,505019751,182
715,Movie 715,Sci-Fi,James Cameron,2014,9.3,7000000,10262956,182
716,Movie 716,Drama,Denis Villeneuve,2017,4.5,139000000,251475113,108
717,Movie 717,Crime,Rajamouli,2014,9.1,210000000,752527833,158
